0,0,0,45,20,25,0,0,0,55,0,0,0,0,85,15,30,20,0,65,0,0,0,55,65,35,0,0,0,75
0,0,0,0,0,0,65,0,0,65,70,15,0,0,0,0,0,0,0,55,0,0,85,0,0,0,35,0,0,35
0,0,0,0,70,75,0,0,40,85,0,0,0,25,0,0,0,35,0,50,35,50,0,0,0,50,0,0,0,0
45,0,0,0,60,0,0,0,0,0,70,0,50,15,45,0,35,0,0,0,0,45,60,85,20,0,0,0,80,75
20,0,70,60,0,25,0,70,25,0,0,40,0,75,0,70,0,0,0,75,0,0,0,0,0,0,0,0,0,0
25,0,75,0,25,0,0,0,60,50,0,0,65,75,0,70,0,0,55,0,0,0,0,0,65,0,40,0,0,0
0,65,0,0,0,0,0,15,50,0,40,15,0,20,0,20,0,0,85,0,0,0,0,25,60,0,0,85,0,0
0,0,0,0,70,0,15,0,0,0,0,0,45,0,65,70,0,0,75,20,0,0,0,0,0,0,0,0,0,0
0,0,40,0,25,60,50,0,0,45,70,15,55,15,75,45,0,0,85,40,35,35,0,0,0,45,0,0,15,55
55,65,85,0,0,50,0,0,45,0,60,0,25,30,80,0,65,85,0,65,0,0,0,0,0,0,35,50,0,65
0,70,0,70,0,0,40,0,70,60,0,35,75,25,40,0,0,0,60,0,65,0,55,45,35,0,0,55,0,55
0,15,0,0,40,0,15,0,15,0,35,0,0,0,55,15,35,20,0,55,25,0,0,35,20,0,0,60,0,80
0,0,0,50,0,65,0,45,55,25,75,0,0,0,0,0,0,75,0,85,0,0,50,55,0,0,60,60,0,0
0,0,25,15,75,75,20,0,15,30,25,0,0,0,0,0,0,0,0,0,0,65,0,80,70,0,35,0,0,0
85,0,0,45,0,0,0,65,75,80,40,55,0,0,0,0,65,55,0,25,60,0,75,0,0,0,0,50,15,0
15,0,0,0,70,70,20,70,45,0,0,15,0,0,0,0,0,0,0,0,0,30,0,0,80,85,50,35,0,0
30,0,0,35,0,0,0,0,0,65,0,35,0,0,65,0,0,0,0,40,40,0,50,0,0,0,25,0,80,35
20,0,35,0,0,0,0,0,0,85,0,20,75,0,55,0,0,0,0,40,25,0,0,20,0,45,50,0,30,0
0,0,0,0,0,55,85,75,85,0,60,0,0,0,0,0,0,0,0,0,75,0,0,0,65,60,0,0,0,0
65,55,50,0,75,0,0,20,40,65,0,55,85,0,25,0,40,40,0,0,75,0,0,50,0,70,0,0,70,15
0,0,35,0,0,0,0,0,35,0,65,25,0,0,60,0,40,25,75,75,0,60,0,65,0,0,15,50,40,0
0,0,50,45,0,0,0,0,35,0,0,0,0,65,0,30,0,0,0,0,60,0,0,75,60,0,0,40,75,60
0,85,0,60,0,0,0,0,0,0,55,0,50,0,75,0,50,0,0,0,0,0,0,65,0,15,0,0,50,35
55,0,0,85,0,0,25,0,0,0,45,35,55,80,0,0,0,20,0,50,65,75,65,0,0,0,0,0,0,35
65,0,0,20,0,65,60,0,0,0,35,20,0,70,0,80,0,0,65,0,0,60,0,0,0,0,40,0,75,0
35,0,50,0,0,0,0,0,45,0,0,0,0,0,0,85,0,45,60,70,0,0,15,0,0,0,0,50,45,0
0,35,0,0,0,40,0,0,0,35,0,0,60,35,0,50,25,50,0,0,15,0,0,0,40,0,0,0,0,50
0,0,0,0,0,0,85,0,0,50,55,60,60,0,50,35,0,0,0,0,50,40,0,0,0,50,0,0,0,85
0,0,0,80,0,0,0,0,15,0,0,0,0,0,15,0,80,30,0,70,40,75,50,0,75,45,0,0,0,0
75,35,0,75,0,0,0,0,55,65,55,80,0,0,0,0,35,0,0,15,0,60,35,35,0,0,50,85,0,0

