0,0,5,0,5,4,15,0,0,13,12,3,0,0,10,0,0,8,0,0,0,3,0,4,8,5,0,9,0,0
0,0,0,15,0,0,0,3,0,13,0,0,0,0,0,2,0,13,2,0,0,14,0,0,10,6,0,0,9,0
5,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12,7,0,0,0
0,15,0,0,1,0,4,13,1,7,0,1,12,0,0,0,0,0,11,0,8,0,0,4,6,0,0,0,0,3
5,0,5,1,0,0,0,0,0,1,13,0,0,0,0,0,0,11,0,0,0,12,11,7,0,4,2,0,0,4
4,0,0,0,0,0,0,0,8,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
15,0,0,4,0,0,0,3,11,4,0,5,0,0,0,0,0,12,12,9,0,0,13,0,9,11,0,0,1,2
0,3,12,13,0,0,3,0,0,0,0,1,0,0,12,9,13,0,0,4,0,0,0,3,8,6,0,0,0,0
0,0,0,1,0,8,11,0,0,12,7,1,0,0,3,14,0,0,0,0,0,10,0,12,0,13,0,0,0,0
13,13,0,7,1,9,4,0,12,0,0,0,0,14,0,0,0,2,5,0,0,5,6,2,11,8,0,0,0,0
12,0,0,0,13,4,0,0,7,0,0,0,12,9,0,14,0,0,0,0,0,0,0,0,0,2,0,3,0,1
3,0,0,1,0,3,5,1,1,0,0,0,0,12,0,0,10,0,0,0,0,0,0,4,3,9,6,0,3,0
0,0,0,12,0,0,0,0,0,0,12,0,0,5,0,0,0,13,0,0,3,4,14,9,3,13,9,0,0,3
0,0,0,0,0,0,0,0,0,14,9,12,5,0,0,0,0,0,12,14,0,0,1,0,8,0,15,0,6,0
10,0,0,0,0,0,0,12,3,0,0,0,0,0,0,6,11,0,0,12,11,0,0,11,0,0,0,5,0,0
0,2,0,0,0,0,0,9,14,0,14,0,0,0,6,0,12,4,0,14,15,0,0,11,0,0,0,6,3,0
0,0,0,0,0,0,0,13,0,0,0,10,0,0,11,12,0,0,10,2,8,15,0,0,0,0,0,0,0,4
8,13,10,0,11,0,12,0,0,2,0,0,13,0,0,4,0,0,3,11,0,11,0,0,0,0,0,7,0,0
0,2,0,11,0,0,12,0,0,5,0,0,0,12,0,0,10,3,0,0,15,14,0,0,15,0,0,0,11,0
0,0,0,0,0,0,9,4,0,0,0,0,0,14,12,14,2,11,0,0,1,0,0,0,8,0,9,0,2,0
0,0,0,8,0,0,0,0,0,0,0,0,3,0,11,15,8,0,15,1,0,4,10,0,0,0,0,0,0,11
3,14,0,0,12,0,0,0,10,5,0,0,4,0,0,0,15,11,14,0,4,0,0,7,0,0,0,0,0,0
0,0,0,0,11,0,13,0,0,6,0,0,14,1,0,0,0,0,0,0,10,0,0,5,12,0,0,0,0,6
4,0,0,4,7,0,0,3,12,2,0,4,9,0,11,11,0,0,0,0,0,7,5,0,0,0,0,0,5,0
8,10,0,6,0,0,9,8,0,11,0,3,3,8,0,0,0,0,15,8,0,0,12,0,0,6,0,15,0,0
5,6,12,0,4,4,11,6,13,8,2,9,13,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,13,12
0,0,7,0,2,0,0,0,0,0,0,6,9,15,0,0,0,0,0,9,0,0,0,0,0,8,0,0,4,9
9,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,7,0,0,0,0,0,0,15,3,0,0,0,0
0,9,0,0,0,0,1,0,0,0,0,3,0,6,0,3,0,0,11,2,0,0,0,5,0,13,4,0,0,0
0,0,0,3,4,0,2,0,0,0,1,0,3,0,0,0,4,0,0,0,11,0,6,0,0,12,9,0,0,0

